time,seconds_elapsed,z,y,x
1789033777515497000,0.1554970703125,0.08491020649671555,-0.06536252796649933,-0.22968515753746033
1789033777525422600,0.165422607421875,0.05925388261675835,-0.12217295914888382,-0.27916520833969116
1789033777535348000,0.175347900390625,0.03543015569448471,-0.16615521907806396,-0.3225366175174713
1789033777545273300,0.1852734375,0.03237583488225937,-0.17837251722812653,-0.32620179653167725
1789033777555199000,0.195198974609375,0.043371398001909256,-0.14782927930355072,-0.27977606654167175
1789033777565124400,0.205124267578125,0.04520399495959282,-0.0873536616563797,-0.2052505612373352
1789033777575050000,0.215050048828125,0.02871064469218254,-0.05864302068948746,-0.12583814561367035
1789033777584975400,0.224975341796875,0.007330377586185932,-0.05497783049941063,-0.05436696484684944
1789033777594900700,0.234900634765625,-0.011606430634856224,-0.05253437161445618,0.004886918235570192
1789033777604826400,0.244826416015625,-0.03787361457943916,-0.04520399495959282,0.04276053607463837
1789033777614751700,0.254751708984375,-0.07452550530433655,-0.04581485688686371,0.05436696484684944
1789033777624677400,0.264677490234375,-0.10690133273601532,-0.04764745384454727,0.03848448023200035
1789033777634602800,0.274602783203125,-0.12461641430854797,-0.056199558079242706,0.007941242307424545
1789033777644528400,0.2845283203125,-0.1282816082239151,-0.04153880476951599,-0.020158538594841957
1789033777654453800,0.294453857421875,-0.13561198115348816,0.014049889519810677,-0.05070177838206291
1789033777664379100,0.304379150390625,-0.13927717506885529,0.06902772188186646,-0.07757982611656189
1789033777674304800,0.3143046875,-0.1282816082239151,0.09896009415388107,-0.09285144507884979
1789033777684230400,0.32423046875,-0.10934479534626007,0.09651663154363632,-0.08368847519159317
1789033777694155800,0.33415576171875,-0.0922405794262886,0.07757982611656189,-0.046425722539424896
1789033777704081200,0.3440810546875,-0.08368847519159317,0.04825831577181816,0.017104214057326317
1789033777714006800,0.3540068359375,-0.0824667438864708,0.01588248461484909,0.09529490768909454
1789033777723932200,0.36393212890625,-0.09346231073141098,-0.006719512399286032,0.17531819641590118
1789033777733857800,0.37385791015625,-0.11423171311616898,-0.03787361457943916,0.24984370172023773
1789033777743783200,0.383783203125,-0.12461641430854797,-0.0873536616563797,0.3298669755458832
1789033777753708500,0.39370849609375,-0.1288924664258957,-0.10751219838857651,0.4013381600379944
1789033777763634200,0.40363427734375,-0.13255766034126282,-0.13683371245861053,0.4355465769767761
1789033777773559600,0.4135595703125,-0.14599667489528656,-0.19364413619041443,0.4318813979625702
1789033777783485200,0.423485107421875,-0.16554436087608337,-0.27977606654167175,0.3964512348175049
1789033777793410600,0.43341064453125,-0.18264856934547424,-0.33536475896835327,0.35063639283180237
1789033777803336200,0.443336181640625,-0.19120067358016968,-0.3335321843624115,0.318871408700943
1789033777813261600,0.453261474609375,-0.20402882993221283,-0.3341430425643921,0.3127627670764923
1789033777823187000,0.46318701171875,-0.19730933010578156,-0.3231474757194519,0.3396408259868622
1789033777833112600,0.473112548828125,-0.1490510106086731,-0.277332603931427,0.40805765986442566
1789033777843038000,0.483037841796875,-0.050090912729501724,-0.20769402384757996,0.4880809485912323
1789033777852963600,0.492963623046875,0.023212861269712448,-0.16615521907806396,0.5418370366096497
1789033777862889000,0.502888916015625,0.026878049597144127,-0.14049890637397766,0.5473348498344421
1789033777872814300,0.512814453125,-0.007941242307424545,-0.1185077652335167,0.5161807537078857
1789033777882740000,0.522739990234375,-0.050090912729501724,-0.11728604137897491,0.471587598323822
1789033777892665600,0.53266552734375,-0.10018182545900345,-0.17226386070251465,0.41294458508491516
1789033777902591000,0.542591064453125,-0.15088360011577606,-0.2315177470445633,0.3292561173439026
1789033777912516400,0.552516357421875,-0.1905898153781891,-0.26389357447624207,0.2370155304670334
1789033777922442000,0.56244189453125,-0.2052505612373352,-0.23457208275794983,0.1441640853881836
1789033777932367400,0.572367431640625,-0.1893680840730667,-0.14660754799842834,0.05925388261675835
1789033777942293000,0.58229296875,-0.14294235408306122,0.03909534588456154,-0.009773836471140385
1789033777952218400,0.59221826171875,-0.006719512399286032,0.31581708788871765,0.007941242307424545
1789033777962143700,0.602143798828125,0.10629047453403473,0.66645348072052,0.11117739230394363
1789033777972069400,0.6120693359375,0.03298669680953026,0.8912517428398132,0.18081597983837128
1789033777981994800,0.621994873046875,-0.08674279600381851,0.8869756460189819,0.24495677649974823
1789033777991920400,0.63192041015625,-0.14660754799842834,0.8289434909820557,0.3274235129356384
1789033778001845800,0.641845703125,-0.1178968995809555,0.8045089244842529,0.42821621894836426
1789033778011771100,0.651771240234375,0.043371398001909256,0.637742817401886,0.5534434914588928
1789033778021696800,0.66169677734375,0.28466299176216125,0.5259546041488647,0.740368127822876
1789033778031622100,0.6716220703125,0.42943793535232544,0.5216785073280334,0.8949168920516968
1789033778041547800,0.6815478515625,0.40927940607070923,0.48563748598098755,0.9425643682479858
1789033778051473200,0.69147314453125,0.24373504519462585,0.36712974309921265,0.870482325553894
1789033778061398800,0.701398681640625,-0.006719512399286032,0.20219624042510986,0.675616443157196
1789033778071324200,0.71132421875,-0.24251331388950348,0.1288924664258957,0.37140578031539917
1789033778081249500,0.72124951171875,-0.3591884970664978,0.15515965223312378,0.07513637095689774
1789033778091175200,0.731175048828125,-0.35246896743774414,0.23029601573944092,-0.12705987691879272
1789033778101100500,0.7411005859375,-0.27000224590301514,0.3133736252784729,-0.2406807243824005
1789033778111026200,0.751026123046875,-0.1899789422750473,0.4068359434604645,-0.3066541254520416
1789033778120951600,0.76095166015625,-0.20402882993221283,0.5332849621772766,-0.35185810923576355
1789033778130877000,0.770876953125,-0.33047783374786377,0.4459312856197357,-0.3445277214050293
1789033778140802600,0.780802490234375,-0.472198486328125,0.19364413619041443,-0.2571740746498108
1789033778150728000,0.79072802734375,-0.5216785073280334,-0.08429934084415436,-0.13561198115348816
1789033778160653600,0.800653564453125,-0.471587598323822,-0.24495677649974823,-0.010995565913617611
1789033778170579000,0.810578857421875,-0.34147340059280396,-0.27855435013771057,0.09834922850131989
1789033778180504300,0.82050439453125,-0.1954767256975174,-0.2614501118659973,0.1588248461484909
1789033778190430000,0.830429931640625,-0.10506874322891235,-0.23884813487529755,0.15699224174022675
1789033778200355600,0.84035546875,-0.07574722915887833,-0.2632827162742615,0.1178968995809555
1789033778210281000,0.850281005859375,-0.04886918142437935,-0.32681265473365784,0.056199558079242706
1789033778220206300,0.860206298828125,-0.001221729558892548,-0.4056142270565033,0.009162971749901772
1789033778230132000,0.870132080078125,0.027488915249705315,-0.45937031507492065,0.015271619893610477
1789033778240057300,0.880057373046875,0.009773836471140385,-0.526565432548523,0.05253437161445618
1789033778249983000,0.88998291015625,-0.05436696484684944,-0.675616443157196,0.08002328872680664
1789033778259908400,0.899908447265625,-0.13439024984836578,-0.813671886920929,0.11911863088607788
1789033778269833700,0.909833740234375,-0.19730933010578156,-0.8790343999862671,0.1740964651107788
1789033778279759400,0.91975927734375,-0.2522871494293213,-0.9303470849990845,0.22174391150474548
1789033778289684700,0.929684814453125,-0.2877173125743866,-1.0109812021255493,0.26878049969673157
1789033778299610400,0.9396103515625,-0.2993237376213074,-1.094058871269226,0.318871408700943
1789033778309535700,0.94953564453125,-0.3066541254520416,-1.173471212387085,0.35124725103378296
1789033778319461000,0.959461181640625,-0.2981020212173462,-1.2260055541992188,0.37751442193984985
1789033778329386800,0.96938671875,-0.30482152104377747,-1.2797616720199585,0.3946186602115631
1789033778339312000,0.97931201171875,-0.3591884970664978,-1.2553271055221558,0.4153880476951599
1789033778349237800,0.98923779296875,-0.39278605580329895,-1.1264346837997437,0.4679224193096161
1789033778359163100,0.9991630859375,-0.4153880476951599,-1.0653481483459473,0.5027416944503784
1789033778369088500,1.009088623046875,-0.4575377106666565,-1.043357014656067,0.5302306413650513
1789033778379014100,1.01901416015625,-0.40744680166244507,-1.0103703737258911,0.5571087002754211
1789033778388939500,1.028939453125,-0.19669845700263977,-1.0140355825424194,0.555276095867157
1789033778398865200,1.038865234375,-0.04886918142437935,-1.028085470199585,0.554665207862854
1789033778408790500,1.04879052734375,0,-1.0329723358154297,0.5839866995811462
1789033778418716000,1.0587158203125,0.020158538594841957,-1.1252129077911377,0.6426297426223755
1789033778428641500,1.0686416015625,0.014049889519810677,-1.2748748064041138,0.778241753578186
1789033778438567000,1.07856689453125,-0.02932151034474373,-1.3548980951309204,0.9602794051170349
1789033778448492500,1.088492431640625,-0.04581485688686371,-1.3359612226486206,1.0885610580444336
1789033778458418000,1.09841796875,-0.0054977829568088055,-1.2315033674240112,1.1392627954483032
1789033778468343300,1.10834326171875,0.0818558782339096,-1.1948515176773071,1.163697361946106
1789033778478269000,1.11826904296875,0.20647229254245758,-1.3017528057098389,1.1820234060287476
1789033778488194300,1.1281943359375,0.3634645342826843,-1.5125012397766113,1.2437206506729126
1789033778498120000,1.138119873046875,0.49418962001800537,-1.7599014043807983,1.3671153783798218
1789033778508045300,1.14804541015625,0.5766563415527344,-2.022573232650757,1.4508038759231567
1789033778517970700,1.157970703125,0.627968966960907,-2.178954601287842,1.3939933776855469
1789033778527896300,1.167896240234375,0.6988292932510376,-2.241262912750244,1.1252129077911377
1789033778537821700,1.17782177734375,0.7562506198883057,-2.1416919231414795,0.7226530313491821
1789033778547747300,1.187747314453125,0.8112284541130066,-1.9181153774261475,0.3072649836540222
1789033778557672700,1.197672607421875,0.8600975871086121,-1.7666209936141968,-0.050090912729501724
1789033778567598000,1.20759814453125,0.9511164426803589,-1.757457971572876,-0.25900667905807495
1789033778577523700,1.217523681640625,1.0830632448196411,-1.8894047737121582,-0.2767217457294464
1789033778587449000,1.227448974609375,1.2431098222732544,-2.1978914737701416,-0.14660754799842834
1789033778597374700,1.237374755859375,1.4440842866897583,-2.59312105178833,0.11484257876873016
1789033778607300000,1.247300048828125,1.6682716608047485,-3.0250024795532227,0.4563159942626953
1789033778617225500,1.2572255859375,1.8167119026184082,-3.4691011905670166,0.7086031436920166
1789033778627151000,1.267151123046875,1.9339978694915771,-3.7403249740600586,0.6597339510917664
1789033778637076500,1.277076416015625,1.833205223083496,-3.671908140182495,0.2663370370864868
1789033778647002000,1.287002197265625,1.6896519660949707,-3.428173065185547,-0.33597561717033386
1789033778656927500,1.296927490234375,1.5680898427963257,-3.0463826656341553,-0.9077450633049011
1789033778666852900,1.306852783203125,1.4666863679885864,-2.6951353549957275,-1.3060288429260254
1789033778676778500,1.316778564453125,1.4679080247879028,-2.4568982124328613,-1.479514479637146
1789033778686703900,1.326703857421875,1.766010046005249,-2.381150960922241,-1.4825688600540161
1789033778696629500,1.33662939453125,2.450178623199463,-2.4691154956817627,-1.4410300254821777
1789033778706555000,1.346554931640625,3.0689847469329834,-3.0213372707366943,-1.22234046459198
1789033778716480300,1.356480224609375,3.677406072616577,-4.0952372550964355,-0.7990111112594604
1789033778726406000,1.366406005859375,3.8765478134155273,-4.830718517303467,-0.4514290690422058
1789033778736331300,1.376331298828125,3.6749625205993652,-5.203346252441406,-0.11239911615848541
1789033778746257000,1.3862568359375,3.2198681831359863,-5.172192096710205,0.05742128938436508
1789033778756182300,1.396182373046875,2.7562217712402344,-4.8520989418029785,0.011606430634856224
1789033778766108000,1.40610791015625,2.480721950531006,-4.2259626388549805,-0.25045454502105713
1789033778776033300,1.416033203125,2.4019203186035156,-3.3402085304260254,-0.7910698652267456
1789033778785958700,1.425958740234375,2.5082108974456787,-2.6022839546203613,-1.2828160524368286
1789033778795884000,1.435884033203125,2.6920809745788574,-2.414137601852417,-1.536935806274414
1789033778805809700,1.4458095703125,2.858236312866211,-2.612057685852051,-1.6145156621932983
1789033778815735300,1.4557353515625,2.9181010723114014,-2.8295257091522217,-1.5497639179229736
1789033778825660700,1.46566064453125,2.9608616828918457,-2.97857666015625,-1.3292417526245117
1789033778835586000,1.4755859375,3.062265157699585,-3.0775368213653564,-0.9804379940032959
1789033778845511400,1.485511474609375,3.1282384395599365,-2.959028959274292,-0.5925388336181641
1789033778855437000,1.49543701171875,3.029278516769409,-2.6193881034851074,-0.27550002932548523
1789033778865362400,1.505362548828125,2.8344125747680664,-2.1423027515411377,-0.12095122784376144
1789033778875288000,1.5152880859375,2.665203094482422,-1.7458515167236328,-0.16554436087608337
1789033778885213400,1.52521337890625,2.621220827102661,-1.6352850198745728,-0.34147340059280396
1789033778895138800,1.535138916015625,2.6560399532318115,-1.6914845705032349,-0.5387827157974243
1789033778905064400,1.545064453125,2.7623305320739746,-1.813657522201538,-0.7104357481002808
1789033778914989800,1.55498974609375,2.9443681240081787,-1.8448116779327393,-0.8093958497047424
1789033778924915500,1.56491552734375,3.089754104614258,-1.554650902748108,-0.9089667797088623
1789033778934840800,1.5748408203125,3.400684118270874,-1.0861176252365112,-1.0965023040771484
1789033778944766200,1.58476611328125,3.492924690246582,-0.6004800796508789,-1.211344838142395
1789033778954691800,1.59469189453125,3.1031930446624756,-0.07757982611656189,-1.3029745817184448
1789033778964617200,1.6046171875,2.546084403991699,0.33536475896835327,-1.3390156030654907
1789033778974542800,1.61454296875,2.1276419162750244,0.5198459029197693,-1.2736530303955078
1789033778984468200,1.62446826171875,1.896124243736267,0.4269944727420807,-1.1215476989746094
