version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S911B,1789022118565,2026-09-10_06-35-18,Europe/Amsterdam,android,1.65,649d845e-e25e-48a1-90d6-ec9c5a58fe48,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,true,36
